"column","variable","label","value_labels","class","type","n_na","range"
"11","v1_paq_t_arriveschool_pna","Visit 1 - prefer not to answer marked for variable paq_t_arriveschool: On Tuesday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"12","v1_paq_t_leaveschool_pna","Visit 1 - prefer not to answer marked for variable paq_t_leaveschool: On Tuesday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"13","v1_paq_t_travel_home_pna","Visit 1 - prefer not to answer marked for variable paq_t_travel_home: On Tuesday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"14","v1_paq_t_traveltime_home_pna","Visit 1 - prefer not to answer marked for variable paq_t_traveltime_home: On Tuesday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"15","v1_paq_t_bedtime_pna","Visit 1 - prefer not to answer marked for variable paq_t_bedtime: On Tuesday, what time did your child go to bed?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"16","v1_paq_w_travel_school_pna","Visit 1 - prefer not to answer marked for variable paq_w_travel_school: On Wednesday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"17","v1_paq_w_traveltime_school_pna","Visit 1 - prefer not to answer marked for variable paq_w_traveltime_school: On Wednesday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"18","v1_paq_w_arriveschool_pna","Visit 1 - prefer not to answer marked for variable paq_w_arriveschool: On Wednesday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"19","v1_paq_w_leaveschool_pna","Visit 1 - prefer not to answer marked for variable paq_w_leaveschool: On Wednesday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"20","v1_paq_w_travel_home_pna","Visit 1 - prefer not to answer marked for variable paq_w_travel_home: On Wednesday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"21","v1_paq_w_traveltime_home_pna","Visit 1 - prefer not to answer marked for variable paq_w_traveltime_home: On Wednesday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"22","v1_paq_th_travel_school_pna","Visit 1 - prefer not to answer marked for variable paq_th_travel_school: On Thursday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"23","v1_paq_th_traveltime_school_pna","Visit 1 - prefer not to answer marked for variable paq_th_traveltime_school: On Thursday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"24","v1_paq_th_arriveschool_pna","Visit 1 - prefer not to answer marked for variable paq_th_arriveschool: On Thursday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"25","v1_paq_th_leaveschool_pna","Visit 1 - prefer not to answer marked for variable paq_th_leaveschool: On Thursday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"26","v1_paq_th_travel_home_pna","Visit 1 - prefer not to answer marked for variable paq_th_travel_home: On Thursday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"27","v1_paq_th_traveltime_home_pna","Visit 1 - prefer not to answer marked for variable paq_th_traveltime_home: On Thursday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"28","v1_paq_th_bedtime_pna","Visit 1 - prefer not to answer marked for variable paq_th_bedtime: On Thursday, what time did your child go to bed?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"29","v1_paq_f_wakeup_pna","Visit 1 - prefer not to answer marked for variable paq_f_wakeup: On Friday, when did your child wake up?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"30","v1_paq_f_travel_school_pna","Visit 1 - prefer not to answer marked for variable paq_f_travel_school: On Friday, how did your child travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"31","v1_paq_f_traveltime_school_pna","Visit 1 - prefer not to answer marked for variable paq_f_traveltime_school: On Friday, how long did it take for your child to travel from home to school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"32","v1_paq_f_arriveschool_pna","Visit 1 - prefer not to answer marked for variable paq_f_arriveschool: On Friday, what time did your child arrive at school?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"33","v1_paq_f_leaveschool_pna","Visit 1 - prefer not to answer marked for variable paq_f_leaveschool: On Friday, what time did your child leave school to go home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"34","v1_paq_f_travel_home_pna","Visit 1 - prefer not to answer marked for variable paq_f_travel_home: On Friday, how did your child travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"35","v1_paq_f_traveltime_home_pna","Visit 1 - prefer not to answer marked for variable paq_f_traveltime_home: On Friday, how long did it take for your child to travel from school back to home?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"36","v1_paq_f_indoor_lowintensity_pna","Visit 1 - prefer not to answer marked for variable paq_f_indoor_lowintensity: On Friday, while indoors, how long in low-intensity PA?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"37","v1_paq_f_indoor_highintensity_pna","Visit 1 - prefer not to answer marked for variable paq_f_indoor_highintensity: On Friday, indoors, how long in high-intensity PA?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"38","v1_paq_f_outdoor_lowintensity_pna","Visit 1 - prefer not to answer marked for variable paq_f_outdoor_lowintensity: On Friday, while outdoors, how long in low-intensity PA?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"39","v1_paq_f_outdoor_highintensity_pna","Visit 1 - prefer not to answer marked for variable paq_f_outdoor_highintensity: On Friday, while outdoors, how long in high-intensity PA?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"40","v1_paq_f_bedtime_pna","Visit 1 - prefer not to answer marked for variable paq_f_bedtime: On Friday, what time did your child go to bed?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"41","v1_birth_weight_lb_pna","Visit 1 - prefer not to answer marked for variable birth_weight_lb: Child birth weight, POUNDS","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"42","v1_birth_length_in_pna","Visit 1 - prefer not to answer marked for variable birth_length_in: Child birth length, INCHES","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"43","v1_premature_wks_pna","Visit 1 - prefer not to answer marked for variable premature_wks: Child weeks premature","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"44","v1_freq_homelunch_pna","Visit 1 - prefer not to answer marked for variable freq_homelunch: Times per week bring lunch to school","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"45","v1_premature_yn_pna","Visit 1 - prefer not to answer marked for variable premature_yn: Child premature","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"46","v1_race_pna","Visit 1 - prefer not to answer marked for variable race: Child race","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"47","v1_parent_race_pna","Visit 1 - prefer not to answer marked for variable parent_race: Parent race","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"48","v1_income_pna","Visit 1 - prefer not to answer marked for variable income: Yearly household income","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"49","v1_allowance_pna","Visit 1 - prefer not to answer marked for variable allowance: Does your child get money as an allowance?  This can include receiving money for household chores, good grades, or any other reason.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"50","v1_foodpantry_use_pna","Visit 1 - prefer not to answer marked for variable foodpantry_use: Ever gone to food pantry","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"51","v1_pss_choc_icecream_freq_pna","Visit 1 - prefer not to answer marked for variable pss_choc_icecream_freq: PSS Chocolate Ice Cream - How often eat","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"52","v1_parent_wk_workhr_pna","Visit 1 - prefer not to answer marked for variable parent_wk_workhr: Parent hours at work per week","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"53","v2_fast_pna","Visit 2 - prefer not to answer marked for variable fast: Fasting:  Has child fasted for past 3 hours?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"54","v2_cshq_a11_pna","Visit 2 - prefer not to answer marked for variable cshq_a11: CSHQ - 11. Child is restless and moves a lot during sleep.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"55","v2_cshq_a13_pna","Visit 2 - prefer not to answer marked for variable cshq_a13: CSHQ - 13. Child grinds teeth during sleep (your dentist may have told you this).","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"56","v2_cshq_a17_pna","Visit 2 - prefer not to answer marked for variable cshq_a17: CSHQ - 17. Child wakes up once during the night.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"57","v2_cshq_a18_pna","Visit 2 - prefer not to answer marked for variable cshq_a18: CSHQ - 18. Child wakes up more than once during the night.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"58","v2_cebq2_pna","Visit 2 - prefer not to answer marked for variable cebq2: CEBQ - 2. My child eats more when worried","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"59","v2_cebq9_pna","Visit 2 - prefer not to answer marked for variable cebq9: CEBQ - 9. My child eats less when angry","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"60","v2_cebq11_pna","Visit 2 - prefer not to answer marked for variable cebq11: CEBQ - 11. My child eats less when s/he is tired","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"61","v2_cebq13_pna","Visit 2 - prefer not to answer marked for variable cebq13: CEBQ - 13. My child eats more when annoyed","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"62","v2_cebq15_pna","Visit 2 - prefer not to answer marked for variable cebq15: CEBQ - 15. My child eats more when anxious","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"63","v2_cebq23_pna","Visit 2 - prefer not to answer marked for variable cebq23: CEBQ - 23. My child eats more when s/he is happy","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"64","v2_cebq25_pna","Visit 2 - prefer not to answer marked for variable cebq25: CEBQ - 25. My child eats less when upset","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"65","v2_cebq27_pna","Visit 2 - prefer not to answer marked for variable cebq27: CEBQ - 27. My child eats more when s/he has nothing else to do","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"66","v2_cebq33_pna","Visit 2 - prefer not to answer marked for variable cebq33: CEBQ - 33. My child decides that s/he doesn’t like a food even without tasting it","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"67","v2_cfq8_pna","Visit 2 - prefer not to answer marked for variable cfq8: CFQ Child weight - Your child during the first year of life","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"68","v2_cfq15_pna","Visit 2 - prefer not to answer marked for variable cfq15: CFQ - How concerned are you about your child having to diet to maintain a desirable weight?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"69","v2_bes3_pna","Visit 2 - prefer not to answer marked for variable bes3: BES3 eating urges/control","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"70","v2_bes6_pna","Visit 2 - prefer not to answer marked for variable bes6: BES6 guilt when overeats","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"71","v2_bes7_pna","Visit 2 - prefer not to answer marked for variable bes7: BES7 binging","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"72","v2_bes9_pna","Visit 2 - prefer not to answer marked for variable bes9: BES9 calorie fluctuations","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"73","v2_bes14_pna","Visit 2 - prefer not to answer marked for variable bes14: BES14 thinking about eating urges","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"74","v2_bes15_pna","Visit 2 - prefer not to answer marked for variable bes15: BES15 thinking about food/cravings","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"75","v3_pwlb10_pna","Visit 3 - prefer not to answer marked for variable pwlb10: PWLB - 10. Eat less meat","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"76","v3_pwlb18_pna","Visit 3 - prefer not to answer marked for variable pwlb18: PWLB - 18. Drink less alcohol","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"77","v3_pwlb24_pna","Visit 3 - prefer not to answer marked for variable pwlb24: PWLB - 24. Other","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"78","v3_tfeq3_pna","Visit 3 - prefer not to answer marked for variable tfeq3: TFEQ - 3. I am usually so hungry that I eat more than three times a day.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"79","v3_tfeq4_pna","Visit 3 - prefer not to answer marked for variable tfeq4: TFEQ - 4. When I have eaten my quota of calories, I am usually good about not eating.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"80","v3_tfeq5_pna","Visit 3 - prefer not to answer marked for variable tfeq5: TFEQ - 5. Dieting is so hard for me because I just get too hungry.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"81","v3_tfeq8_pna","Visit 3 - prefer not to answer marked for variable tfeq8: TFEQ - 8. Since I am often hungry, I sometimes wish that while I am eating, an expert would tell me that I have had enough or that I can have something more to eat.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"82","v3_tfeq10_pna","Visit 3 - prefer not to answer marked for variable tfeq10: TFEQ - 10. Life is too short to worry about dieting.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"83","v3_tfeq16_pna","Visit 3 - prefer not to answer marked for variable tfeq16: TFEQ - 16. It is not difficult for me to leave something on my plate.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"84","v3_tfeq18_pna","Visit 3 - prefer not to answer marked for variable tfeq18: TFEQ - 18. While on a diet, if I eat a food that is not allowed, I consciously eat less for a period of time to make up for it.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"85","v3_tfeq22_pna","Visit 3 - prefer not to answer marked for variable tfeq22: TFEQ - 22. When I see a real delicacy, I often get so hungry that I have to eat it right away.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"86","v3_tfeq24_pna","Visit 3 - prefer not to answer marked for variable tfeq24: TFEQ - 24. I get so hungry that my stomach often seems like a bottomless pit.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"87","v3_tfeq30_pna","Visit 3 - prefer not to answer marked for variable tfeq30: TFEQ - 30. I eat anything I want, any time I want.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"88","v3_tfeq40_pna","Visit 3 - prefer not to answer marked for variable tfeq40: TFEQ40 Do your feelings of guilt about overeating help you control your food intake?","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"89","v3_tfeq50_pna","Visit 3 - prefer not to answer marked for variable tfeq50: TFEQ50 Food restraint","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"90","v3_spsrq3_pna","Visit 3 - prefer not to answer marked for variable spsrq3: SPSRQ Parent - 3. Your child prefers not to ask for something when he/she is not sure he/she will obtain it.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"91","v3_spsrq16_pna","Visit 3 - prefer not to answer marked for variable spsrq16: SPSRQ Parent - 16. Whenever possible, your child avoids demonstrating his/her skills for fear of being embarrassed.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"92","v3_spsrq20_pna","Visit 3 - prefer not to answer marked for variable spsrq20: SPSRQ Parent - 20. Your child often has difficulty falling asleep because he/she thinks about things he/she has done or must do.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"93","v3_spsrq24_pna","Visit 3 - prefer not to answer marked for variable spsrq24: SPSRQ Parent - 24. It bothers your child to tell a store clerk that he/she was given the wrong change.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"94","v3_spsrq29_pna","Visit 3 - prefer not to answer marked for variable spsrq29: SPSRQ Parent - 29. It is easy for your child to associate taste and smells to very pleasant events.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"95","v3_spsrq31_pna","Visit 3 - prefer not to answer marked for variable spsrq31: SPSRQ Parent - 31. There are a large number of objects or sensations that remind your child of pleasant events.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"96","v3_spsrq32_pna","Visit 3 - prefer not to answer marked for variable spsrq32: SPSRQ Parent - 32. Your child generally tries to avoid speaking in groups.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
"97","v3_spsrq35_pna","Visit 3 - prefer not to answer marked for variable spsrq35: SPSRQ Parent - 35. Your child sometimes does things for quick reward.","c(`Did not skip due to prefer not to answer` = 0, `Prefer not to answer` = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","28","c(0, 1)"
