"column","variable","label","value_labels","class","type","n_na","range"
"27","feedschild","Parent Reported: Responsible for feeding child re-leveled in R to start with 0","c(Myself = 0, `My partner` = 1, `Both myself and my partner` = 2, `Child's school` = 3, Other = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 2)"
"28","feedschild_other","Parent Reported: Specify responsible for feeding child if other","NULL","character","character","0","c("""", """")"
"29","buysfood","Parent Reported: Responsible for buying food re-leveled in R to start with 0","c(Myself = 0, `My partner` = 1, `Both myself and my partner` = 2, `Child's school` = 3, Other = 4)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 2)"
"30","buysfood_other","Parent Reported: Specify responsible for buying food if other","NULL","character","character","0","c("""", """")"
"31","freq_eatout","Parent Reported: Times per week eat out re-leveled in R to start with 0","c(`Once per month or less` = 0, `Twice a month` = 1, `Once a week` = 2, `Two times a week` = 3, `Three times a week` = 4, `Four or more times per week` = 5)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 5)"
"32","freq_familydinner","Parent Reported: Times per week eat together","NULL","numeric","double","0","c(1, 7)"
"33","freq_homelunch","Parent Reported: Times per week bring lunch to school -- Note: prefer not to answer (pna) marked NA - see pna database for which were pna rather than missing NA","NULL","numeric","double","1","c(0, 5)"
"34","family_foodcond","Parent Reported: Family member has condition affecting food eaten","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"35","prefered_grocerystore","Parent Reported: Which grocery store do you use most often when going on a typical food shopping trip? re-leveled in R to start with 0","c(Giant = 0, Weis = 1, `Wegman's` = 2, Target = 3, Walmart = 4, `Sam's Club` = 5, `Trader Joe's` = 6, `A specialty or international food store, such as International Market` = 7)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 6)"
"36","rank_packagedbread","Parent Reported: Rank Grocery - Pre-packaged bread items, such as sandwich bread, hamburger buns, hotdog rolls, muffins, or bagels","NULL","numeric","double","1","c(1, 34)"
"37","rank_bakerybread","Parent Reported: Rank Grocery - Bakery breads or other freshly made goods, such as cake, cookies, or doughnuts","NULL","numeric","double","1","c(2, 42)"
"38","rank_saltysnack","Parent Reported: Rank Grocery - Salty snacks, such as chips, crackers, popcorn, or jerky","NULL","numeric","double","1","c(1, 35)"
"39","rank_sweetsnack","Parent Reported: Rank Grocery - Sweet snacks, such as cookies or biscuits (This refers to pre-packaged items, not freshly made bakery items)","NULL","numeric","double","1","c(2, 42)"
"40","rank_cheese","Parent Reported: Rank Grocery - Cheese","NULL","numeric","double","1","c(1, 28)"
"41","rank_milk","Parent Reported: Rank Grocery - Milk","NULL","numeric","double","1","c(1, 38)"
"42","rank_yogurt","Parent Reported: Rank Grocery - Yogurt","NULL","numeric","double","1","c(1, 36)"
"43","rank_butter","Parent Reported: Rank Grocery - Butter, margarine, or other butter substitutes","NULL","numeric","double","1","c(4, 35)"
"44","rank_eggs","Parent Reported: Rank Grocery - Eggs","NULL","numeric","double","1","c(1, 42)"
"45","rank_otherdairy","Parent Reported: Rank Grocery - Other dairy products, such as sour cream","NULL","numeric","double","1","c(6, 38)"
"46","rank_coffeetea","Parent Reported: Rank Grocery - Coffee or tea","NULL","numeric","double","1","c(2, 41)"
"47","rank_carbonated_drink","Parent Reported: Rank Grocery - Soda or other carbonated beverages","NULL","numeric","double","1","c(5, 42)"
"48","rank_fruitjuice_drink","Parent Reported: Rank Grocery - Fruit juices or beverages, such as orange juice or apple cider","NULL","numeric","double","1","c(4, 41)"
"49","rank_sports_drink","Parent Reported: Rank Grocery - Sports drinks, such as Gatorade or Powerade","NULL","numeric","double","1","c(5, 42)"
"50","rank_alcohol_drink","Parent Reported: Rank Grocery - Alcoholic beverages, such as beer or wine","NULL","numeric","double","1","c(13, 42)"
"51","rank_redmeat","Parent Reported: Rank Grocery - Red meat, such as beef, pork, or lamb","NULL","numeric","double","1","c(1, 41)"
"52","rank_poultry","Parent Reported: Rank Grocery - Poultry, such as chicken or turkey","NULL","numeric","double","1","c(1, 41)"
"53","rank_seafood","Parent Reported: Rank Grocery - Seafood, such as shrimp, salmon, tilapia, tuna, crab, or lobster","NULL","numeric","double","1","c(3, 42)"
"54","rank_pasta_rice","Parent Reported: Rank Grocery - Pasta, noodles, or rice, such as fettuccine, lasagna, white rice, or brown rice","NULL","numeric","double","1","c(3, 35)"
"55","rank_soup","Parent Reported: Rank Grocery - Soup, such as chicken noodle or tomato","NULL","numeric","double","1","c(4, 37)"
"56","rank_nuts_seeds","Parent Reported: Rank Grocery - Nuts and seeds, such as peanuts, almonds, walnuts, or sunflower seeds","NULL","numeric","double","1","c(5, 42)"
"57","rank_nutjelly_spread","Parent Reported: Rank Grocery - Nut butters, jelly and honey, such as peanut or almond butter; or strawberry or grape jelly","NULL","numeric","double","1","c(1, 41)"
"58","rank_breakfast_cereal","Parent Reported: Rank Grocery - Breakfast cereals, such as oatmeal or cornflakes","NULL","numeric","double","1","c(1, 35)"
"59","rank_breakfast_replacement","Parent Reported: Rank Grocery - Breakfast, meal replacement, or protein bars, such as Luna, Cliff, Quest, Quaker, or Nature Valley bars","NULL","numeric","double","1","c(7, 42)"
"60","rank_meal_replacement","Parent Reported: Rank Grocery - Meal replacement shakes or protein powder, such as Glucerna shakes or Muscle Milk","NULL","numeric","double","1","c(10, 42)"
"61","rank_freshprep_foods","Parent Reported: Rank Grocery - Fresh prepared foods, such as pizza or salad bar entrees","NULL","numeric","double","1","c(10, 40)"
"62","rank_fresh_veg","Parent Reported: Rank Grocery - Fresh vegetables, such as spinach, carrots, or broccoli","NULL","numeric","double","1","c(1, 35)"
"63","rank_fresh_fruit","Parent Reported: Rank Grocery - Fresh fruits, such as strawberries, apples, or oranges","NULL","numeric","double","1","c(1, 32)"
"64","rank_can_veg","Parent Reported: Rank Grocery - Canned vegetables","NULL","numeric","double","1","c(3, 41)"
"65","rank_can_fruit","Parent Reported: Rank Grocery - Canned fruits","NULL","numeric","double","1","c(9, 42)"
"66","rank_frozen_veg","Parent Reported: Rank Grocery - Frozen vegetables","NULL","numeric","double","1","c(2, 38)"
"67","rank_frozen_fruit","Parent Reported: Rank Grocery - Frozen fruits","NULL","numeric","double","1","c(1, 41)"
"68","rank_frozen_dinner","Parent Reported: Rank Grocery - Frozen dinner items, such as pizza, macaroni and cheese, or French fries","NULL","numeric","double","1","c(9, 41)"
"69","rank_frozen_breakfast","Parent Reported: Rank Grocery - Frozen breakfast items, such as waffles","NULL","numeric","double","1","c(8, 42)"
"70","rank_frozen_desert","Parent Reported: Rank Grocery - Frozen desserts, such as cakes or pies","NULL","numeric","double","1","c(15, 42)"
"71","rank_candygum","Parent Reported: Rank Grocery - Candy or gum, such as chocolate, caramel, or toffee","NULL","numeric","double","1","c(16, 42)"
"72","rank_bakingsupplies","Parent Reported: Rank Grocery - Baking supplies, such as flour, sugar, or baking soda","NULL","numeric","double","1","c(1, 39)"
"73","rank_condiments","Parent Reported: Rank Grocery - Condiments or sauces, such as ketchup, mustard, mayonnaise, tomato sauce, barbeque sauce, or hot sauce","NULL","numeric","double","1","c(14, 40)"
"74","rank_dips_spreads","Parent Reported: Rank Grocery - Dips or spreads, such as hummus, French onion dip, or ranch dip","NULL","numeric","double","1","c(8, 41)"
"75","rank_salad_dressings","Parent Reported: Rank Grocery - Salad dressings or toppings, such as oil and vinegar, ranch, honey mustard, or croutons","NULL","numeric","double","1","c(14, 42)"
"76","rank_spice_seasoning","Parent Reported: Rank Grocery - Spices and seasonings, such as salt, pepper, cinnamon, basil, or oregano","NULL","numeric","double","1","c(11, 42)"
"77","rank_cooking_oil","Parent Reported: Rank Grocery - Oil, cooking spray, or shortening, such as olive oil or coconut oil","NULL","numeric","double","1","c(9, 42)"
"78","grow_fruits","Parent Reported: Grow own food - Fruits","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"79","grow_veg","Parent Reported: Grow own food - Vegetables","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"80","grow_jellyspreads","Parent Reported: Grow own food - Jelly, jam, or any other spreads/dips made from your fruits or vegetables","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"81","grow_nuts_seeds","Parent Reported: Grow own food - Nuts or seeds","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 0)"
"82","grow_milk","Parent Reported: Grow own food - Milk","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 0)"
"83","grow_cheese","Parent Reported: Grow own food - Cheese","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"84","grow_butter","Parent Reported: Grow own food - Butter","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 0)"
"85","grow_eggs","Parent Reported: Grow own food - Eggs","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"86","grow_redmeat","Parent Reported: Grow own food - Red Meat","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"87","grow_poultry","Parent Reported: Grow own food - Poultry Meat","c(No = 0, Yes = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","0","c(0, 1)"
"88","encourage_plateclean_vas","Parent Reported: Encourage child to eat all food on plate","NULL","numeric","double","0","c(0, 100)"
"89","child_plateclean_vas","Parent Reported: Child finishes all food on plate w/out encouragement","NULL","numeric","double","0","c(0, 100)"
"90","percieved_child_kcal","Parent Reported: Calories child needs per day","NULL","numeric","double","0","c(120, 3000)"
"91","pcent_parent_portionchoice","Parent Reported: Percentage of time each person determines child portion amount - Myself","NULL","numeric","double","0","c(10, 95)"
"92","pcent_partner_portionchoice","Parent Reported: Percentage of time each person determines child portion amount - My partner","NULL","numeric","double","4","c(0, 60)"
"93","pcent_child_portionchoice","Parent Reported: Percentage of time each person determines child portion amount - My child","NULL","numeric","double","0","c(0, 80)"
"94","pcent_other_portionchoice","Parent Reported: Percentage of time each person determines child portion amount - Other","NULL","numeric","double","0","c(0, 24)"
"95","pss_psd_practice1","Portion Size Discrimination Practice 1 : same or different?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"96","pss_psd_practice2","Portion Size Discrimination Practice 2 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 1)"
"97","pss_psd1","Portion Size Discrimination 1 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"98","pss_psd2","Portion Size Discrimination 2 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"99","pss_psd3","Portion Size Discrimination 3 : same or different?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"100","pss_psd4","Portion Size Discrimination 4 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"101","pss_psd5","Portion Size Discrimination 5 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"102","pss_psd6","Portion Size Discrimination 6 : same or different?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"103","pss_psd7","Portion Size Discrimination 7 : same or different?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"104","pss_psd8","Portion Size Discrimination 8 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"105","pss_psd9","Portion Size Discrimination 9 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 1)"
"106","pss_psd10","Portion Size Discrimination 10 : same or different?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"107","pss_psd_practice8","Portion Size Discrimination Practice 8 : which has more, first or second?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"108","pss_psd11","PSD11 Score : which has more, first or second?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"109","pss_psd12","PSD12 Score : which has more, first or second?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"110","pss_psd13","PSD13 Score : which has more, first or second?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"111","pss_psd14","PSD14 Score : which has more, first or second?","c(Incorrect = 0, Correct = 1)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"112","pss_psd15","PSD15 Score : which has more, first or second?","c(Correct = 1, Incorrect = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"113","pss_practice1","PSS Child Practice 1","NULL","numeric","double","3","c(0, 100)"
"114","pss_vas_hunger","PSS Child hunger","NULL","numeric","double","3","c(0, 100)"
"115","pss_vas_couldeat","PSS Child amount could eat","NULL","numeric","double","3","c(0, 100)"
"116","pss_vas_fullness","PSS Child fullness","NULL","numeric","double","3","c(0, 100)"
"117","pss_practice2","PSS Child Practice 2","NULL","numeric","double","3","c(0, 100)"
"118","pss_apple_eat","PSS Child Apple slices - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"119","pss_apple_much","PSS Child Apple slices - How much eat","NULL","numeric","double","5","c(0, 100)"
"120","pss_apple_like","PSS Child Apple slices - How much like","NULL","numeric","double","5","c(0, 100)"
"121","pss_broccoli_eat","PSS Child Broccoli - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"122","pss_broccoli_much","PSS Child Broccoli - How much eat","NULL","numeric","double","57","c(0, 100)"
"123","pss_broccoli_like","PSS Child Broccoli - How much like","NULL","numeric","double","57","c(0, 100)"
"124","pss_cake_eat","PSS Child Angel food cake - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"125","pss_cake_much","PSS Child Angel food cake - How much eat","NULL","numeric","double","4","c(6, 100)"
"126","pss_cake_like","PSS Child Angel food cake - How much like","NULL","numeric","double","4","c(1, 100)"
"127","pss_candy_eat","PSS Child Chocolate candy - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"128","pss_candy_much","PSS Child Chocolate candy - How much eat","NULL","numeric","double","7","c(0, 100)"
"129","pss_candy_like","PSS Child Chocolate candy - How much like","NULL","numeric","double","7","c(0, 100)"
"130","pss_carrot_eat","PSS Child Carrots - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"131","pss_carrot_much","PSS Child Carrots - How much eat","NULL","numeric","double","15","c(0, 100)"
"132","pss_carrot_like","PSS Child Carrots - How much like","NULL","numeric","double","15","c(0, 100)"
"133","pss_cornflakes_eat","PSS Child Cornflakes - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"134","pss_ccornflakes_much","PSS Child Cornflakes - How much eat","NULL","numeric","double","5","c(9, 100)"
"135","pss_cornflakes_like","PSS Child Cornflakes - How much like","NULL","numeric","double","5","c(16, 100)"
"136","pss_cheese_brgr_eat","PSS Child Cheeseburger - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"137","pss_cheese_brgr_much","PSS Child Cheeseburger - How much eat","NULL","numeric","double","30","c(0, 100)"
"138","pss_cheese_brgr_like","PSS Child Cheeseburger - How much like","NULL","numeric","double","30","c(0, 100)"
"139","pss_chkn_nug_eat","PSS Child Chicken Nuggets - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"140","pss_chkn_nug_much","PSS Child Chicken Nuggets - How much eat","NULL","numeric","double","8","c(1, 100)"
"141","pss_chkn_nug_like","PSS Child Chicken Nuggets - How much like","NULL","numeric","double","8","c(0, 100)"
"142","pss_fries_eat","PSS Child French Fries - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"143","pss_fries_much","PSS Child French Fries - How much eat","NULL","numeric","double","8","c(0, 100)"
"144","pss_fries_like","PSS Child French Fries - How much like","NULL","numeric","double","8","c(10, 100)"
"145","pss_garlic_bread_eat","PSS Child Garlic Bread - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"146","pss_garlic_bread_much","PSS Child Garlic Bread - How much eat","NULL","numeric","double","26","c(8, 100)"
"147","pss_garlic_bread_like","PSS Child Garlic Bread - How much like","NULL","numeric","double","26","c(8, 100)"
"148","pss_goldfish_eat","PSS Child Goldfish Crackers - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"149","pss_goldfish_much","PSS Child Goldfish Crackers - How much eat","NULL","numeric","double","15","c(0, 100)"
"150","pss_goldfish_like","PSS Child Goldfish Crackers - How much like","NULL","numeric","double","15","c(0, 100)"
"151","pss_grapes_eat","PSS Child Grapes - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"152","pss_grapes_much","PSS Child Grapes - How much eat","NULL","numeric","double","12","c(4, 100)"
"153","pss_grapes_like","PSS Child Grapes - How much like","NULL","numeric","double","12","c(11, 100)"
"154","pss_choc_icecream_eat","PSS Child Chocolate Ice Cream - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(1, 1)"
"155","pss_choc_icecream_much","PSS Child Chocolate Ice Cream - How much eat","NULL","numeric","double","3","c(9, 100)"
"156","pss_choc_icecream_like","PSS Child Chocolate Ice Cream - How much like","NULL","numeric","double","3","c(9, 100)"
"157","pss_mac_cheese_eat","PSS Child Mac & Cheese - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"158","pss_mac_cheese_much","PSS Child Mac & Cheese - How much eat","NULL","numeric","double","8","c(9, 100)"
"159","pss_mac_cheese_like","PSS Child Mac & Cheese - How much like","NULL","numeric","double","8","c(6, 100)"
"160","pss_milk_eat","PSS Child Milk - Ever drink","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"161","pss_milk_much","PSS Child Milk - How much drink","NULL","numeric","double","16","c(0, 100)"
"162","pss_milk_like","PSS Child Milk - How much like","NULL","numeric","double","16","c(0, 100)"
"163","pss_orangejuice_eat","PSS Child Orange Juice - Ever drink","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"164","pss_orangejuice_much","PSS Child Orange Juice - How much drink","NULL","numeric","double","18","c(29, 100)"
"165","pss_orangejuice_like","PSS Child Orange Juice - How much like","NULL","numeric","double","18","c(0, 100)"
"166","pss_pbj_sndwch_eat","PSS Child PB&J Sandwich - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"167","pss_pbj_sndwch_much","PSS Child PB&J Sandwich - How much eat","NULL","numeric","double","25","c(0, 100)"
"168","pss_pbj_sndwch_like","PSS Child PB&J Sandwich - How much like","NULL","numeric","double","25","c(0, 100)"
"169","pss_peas_eat","PSS Child Peas - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"170","pss_peas_much","PSS Child Peas - How much eat","NULL","numeric","double","31","c(0, 100)"
"171","pss_peas_like","PSS Child Peas - How much like","NULL","numeric","double","31","c(0, 100)"
"172","pss_pizza_eat","PSS Child Pizza - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"173","pss_pizza_much","PSS Child Pizza - How much eat","NULL","numeric","double","6","c(5, 100)"
"174","pss_pizza_like","PSS Child Pizza - How much like","NULL","numeric","double","6","c(6, 100)"
"175","pss_soda_eat","PSS Child Soda - Ever drink","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"176","pss_soda_much","PSS Child Soda - How much drink","NULL","numeric","double","36","c(8, 100)"
"177","pss_soda_like","PSS Child Soda - How much like","NULL","numeric","double","36","c(17, 100)"
"178","pss_soup_eat","PSS Child Soup - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","9","c(0, 1)"
"179","pss_soup_much","PSS Child Soup - How much eat","NULL","numeric","double","38","c(0, 93)"
"180","pss_soup_like","PSS Child Soup - How much like","NULL","numeric","double","38","c(0, 100)"
"181","pss_tomatoes_eat","PSS Child Tomatoes - Ever eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"182","pss_tomatoes_much","PSS Child Tomatoes - How much eat","NULL","numeric","double","43","c(3, 100)"
"183","pss_tomatoes_like","PSS Child Tomatoes - How much like","NULL","numeric","double","43","c(0, 100)"
"184","pss_yogurt_eat","PSS Child Strawberry Yogurt - Ever Eat","c(Yes = 1, No = 0)","c(""haven_labelled"", ""vctrs_vctr"", ""double"")","double","3","c(0, 1)"
"185","pss_yogurt_much","PSS Child Strawberry Yogurt - How much eat","NULL","numeric","double","30","c(0, 94)"
