sub	block	condition	racehorse_check	n_stop_trials	n_go_trials	go_rt	n_go_cor	go_cor_rt	n_go_error	go_error_rt	n_go_miss	stop_prob_resp	us_rt	ssd	ssrt_mean	ssrt_int
121	3	hED_lPort	1	16	48	723.543	44	722.091	1	795.0	2	0.438	661.571	276.062	447.481	391.438
121	4	hED_sPort	1	16	48	706.356	42	709.071	0		3	0.562	696.222	231.25	475.106	470.5
122	1	lED_sPort	1	16	48	772.064	47	772.064	0		1	0.312	644.2	458.375	313.689	179.75
122	2	lED_lPort	1	16	48	788.442	42	792.667	0		5	0.25	595.5	489.625	298.817	181.625
122	3	hED_lPort	1	16	48	781.489	47	781.489	0		1	0.312	681.2	423.062	358.427	248.5
122	4	hED_sPort	1	16	48	850.178	44	852.409	1	752.0	3	0.312	619.8	340.688	509.49	401.312
123	1	lED_sPort	0	16	48	577.125	48	577.125	0		0	0.438	581.571	251.062		
123	2	lED_lPort	1	16	48	588.167	48	588.167	0		0	0.438	583.857	331.25	256.917	196.875
123	3	hED_lPort	1	16	48	628.043	46	626.348	0		1	0.5	583.875	250.0	378.043	331.5
123	4	hED_sPort	1	16	48	535.25	48	535.25	0		0	0.5	512.375	275.0	260.25	238.0
124	1	lED_sPort	1	16	48	733.87	43	735.279	1	542.0	2	0.375	612.167	376.062	357.807	231.688
124	2	lED_lPort	1	16	48	825.356	44	820.682	1	1031.0	3	0.312	710.4	468.75	356.606	218.312
124	3	hED_lPort	1	16	48	764.227	41	753.268	3	914.0	4	0.375	593.833	307.312	456.915	380.938
124	4	hED_sPort	1	16	48	709.63	44	708.136	1	1127.0	2	0.438	574.857	345.875	363.755	301.375
