global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	aroma_motion_03	aroma_motion_06	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_18	aroma_motion_22	aroma_motion_25
968.1173061	-2.597882241	6.748992137	937251.1185	1127.41092	-1.103081062	1271055.383	1.216787829	940.0553817	-1.803914335	3.254106927	883704.1207	947.9547713	882.324832	0	19.574392	0	0.0621382	0.032085068	-0.038036922	0.028037136	-0.125441763	0.077964605	-0.026471805	0.072654684	0.002262384	-0.045710946	-0.049641284	-0.039778826	0.100150138	0.030296328	0.069072507	0.098402952	-0.106470422	-0.078556388	-0.069675093	0.08029164	-0.056942498	-0.056878769	-0.027123284	0.074238468	0.001357358	-0.067975306	0.001319536	-0.013818246	0.110558281	0.026556299	0.01393146	0.087422008	-0.137145554	-0.073018222	-0.035303804	0.099790569	-0.088434001	-0.027934333	0.144862036	0.0574475	0.0051696	0.003300215	2.67E-05	0.0725444	0.05036	0.00253613	0.00526269	0.110008	0.0302883	0.000917381	0.01210176	-0.00116121	-0.00015065	2.27E-08	1.35E-06	0.000468909	0.000250436	6.27E-08	2.20E-07	0.000159061	-2.85E-05	8.11E-10	2.53E-08	0	0	0	0	0	0	0	0	0	0	0	0	-0.082489973	0.774142288	0.610766933	0.266214532	-0.439036427	0.740807809	-0.925580094	0.041077022
968.101002	-0.016304128	0.000265825	937219.5501	1120.096322	-7.314598773	1254615.77	53.50335521	938.4760141	-1.57936757	2.494401922	880737.2291	946.2989603	876.4883068	0	20.507826	1.5	0.0444158	0.045185083	-0.148476421	0.080896807	0.003288412	-0.017450153	0.048426878	0.006782062	-0.024917466	-0.038309018	-0.093092965	-0.025426525	-0.05615987	0.11035745	0.109061704	0.033070708	-0.0169962	-0.105226618	-0.065642825	0.127802166	0.04836983	0.081655011	0.050774612	0.006380746	-0.020777185	-0.094553937	-0.048189743	-0.038929273	-0.050562483	0.081795427	0.064464005	0.121700669	-0.017361764	-0.112071058	-0.053620913	0.129079768	0.093213789	0.069064265	0.142262695	0.0489371	-0.0085104	0.00239484	7.24E-05	0.0900535	0.0175091	0.000306569	0.008109633	0.103338	-0.00667	4.45E-05	0.010678742	-0.00183623	-0.00067502	4.56E-07	3.37E-06	0.00070026	0.000231351	5.35E-08	4.90E-07	0.000467737	0.000308676	9.53E-08	2.19E-07	0	0	0	0	0	0	0	0	0	0	0	0	0.88307831	-0.151322276	-0.624818527	0.43807216	-1.782737857	-0.024959637	-0.329094043	0.802851916
967.5652382	-0.535763783	0.287042831	936182.4902	1127.592846	7.496524141	1271465.626	56.19787419	936.9162322	-1.559781971	2.432919796	877812.0261	944.9132711	864.9935832	0	23.264074	1.5	0.113041	-0.003787711	-0.078208843	0.036666617	0.150659978	-0.153105829	0.0491422	-0.022290068	0.087600724	0.035346759	-0.134060358	-0.032049357	-0.138498686	0.109170961	-0.025071823	-0.083336868	-0.053257738	-0.027885876	-0.026375905	0.066468672	-0.104029719	0.120579192	0.049635212	-0.021709291	0.111249743	-0.041220056	-0.097355857	-0.088585856	-0.153914431	0.096171603	0.047215224	-0.067923778	-0.042700968	-0.03224748	-0.022698082	0.057774199	-0.041626844	0.135534753	0.139443996	0.0353117	-0.0136254	0.001246916	0.000185652	0.0206817	-0.0693718	0.004812447	0.000427733	0.040845	-0.062493	0.003905375	0.001668314	-0.00095165	0.00088458	7.82E-07	9.06E-07	0.000694798	-5.46E-06	2.98E-11	4.83E-07	0.000387574	-8.02E-05	6.43E-09	1.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	-0.547788865	0.283657073	-1.923421122	0.720562464	-0.655674759	1.081816294	0.039735014	-0.265860314
970.448056	2.882817781	8.310638358	941769.4294	1117.515472	-10.07737413	1248840.829	101.5534693	937.5661611	0.649928914	0.422407593	879030.3064	945.3153213	870.4115285	0	25.130033	1.5	0.196046	0.040662002	-0.167596278	0.037902657	0.118713309	-0.072821389	0.083751293	0.009072456	0.022352147	0.049252954	-0.050257692	-0.068545346	-0.079335077	0.126894435	-0.103371477	0.03258248	-0.134604463	-0.119593596	0.042721348	0.033895641	-0.010540049	0.119546843	0.08492396	0.010207512	0.036602941	-0.004304354	-0.06631681	-0.089017619	-0.067333345	0.124020027	-0.101007911	0.006101096	-0.137022352	-0.108654576	0.02244811	0.025456314	0.062643106	0.118721996	0.136410284	0.045827	0.0105153	0.002100114	0.000110572	0.198901	0.1782193	0.031762119	0.039561608	0.10418	0.063335	0.004011322	0.010853472	-0.000710063	0.000241587	5.84E-08	5.04E-07	-0.000399219	-0.001094017	1.20E-06	1.59E-07	0.00035553	-3.20E-05	1.03E-09	1.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0.769780736	0.106740204	-0.088410262	-0.132271339	-0.278998358	0.829225131	-0.273485808	0.698386006
973.1372916	2.689235601	7.231988119	946996.1883	1125.076327	7.560855164	1265796.741	57.16653081	941.0817762	3.515615114	12.35954963	885634.9095	948.8070246	861.5550192	0	22.620827	1.5	0.247407	-0.029769177	-0.069773091	0.078918173	-0.09587647	-0.133963082	-0.103975022	0.085591743	-0.009903688	-0.028593877	-0.107197865	-0.05785359	-0.047799628	-0.023955608	-0.080460611	0.02064634	-0.041349521	-0.137265627	0.035572746	-0.007167438	0.133890019	0.091208634	-0.101548962	0.092519057	-0.003372228	-0.092060333	-0.051880171	-0.079461343	-0.036369833	-0.025482664	-0.102050734	-0.015625821	-0.052611621	-0.123969945	0.024547833	-0.027730244	0.127728986	0.019735068	0.133166237	0.0381858	-0.0076412	0.001458155	5.84E-05	0.0190623	-0.1798387	0.032341958	0.000363371	-0.00057459	-0.10475459	0.010973524	3.30E-07	0.00116937	0.001879433	3.53E-06	1.37E-06	0.000180707	0.000579926	3.36E-07	3.27E-08	0	-0.00035553	1.26E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.042122894	-0.016879913	0.553525598	1.44510207	-1.048853955	0.713173829	0.218806183	0.447913847
969.9265166	-3.210774969	10.3090759	940757.4477	1121.358962	-3.717364733	1257445.922	13.81880056	939.3472176	-1.734558549	3.008693361	882373.1953	946.999246	868.8474743	0	21.389818	0	0.0959853	-0.022049282	-0.123760053	0.116893261	-0.066445824	0.094086068	-0.031078525	0.049567179	0.175934922	0.00028236	-0.171844968	-0.093709084	0.092358874	0.07194236	-0.04496172	0.086277643	0.001244726	-0.082575929	-0.080358974	0.172611272	-0.077452529	0.094200459	-0.031120837	0.055566642	0.18016812	-0.116917973	-0.085684052	-0.062923274	0.108528846	0.093778989	-0.076530486	0.050572953	-0.046646305	-0.041678121	-0.043465674	0.19762077	-0.035914682	0.143658946	0.129716858	0.0468279	0.0086421	0.002192852	7.47E-05	0.0616331	0.0425708	0.001812273	0.003798639	0.0226409	0.02321549	0.000538959	0.00051261	-0.000157311	-0.001326681	1.76E-06	2.47E-08	-0.000421324	-0.000602031	3.62E-07	1.78E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.038891539	0.732384977	0.528052775	-0.716323161	-1.503299899	2.040719057	-0.14256773	-1.876774447
968.3252338	-1.601282831	2.564106704	937653.7584	1118.52563	-2.833331959	1251099.585	8.027769988	939.1544204	-0.192797227	0.037170771	882011.0254	946.8099821	867.6405677	0	20.771032	0	0.0592421	-0.038611505	-0.103494924	0.188462588	0.119709452	-0.018222873	-0.059901952	-0.002016317	0.028672517	0.127008	-0.157175085	0.000621541	-0.028060249	0.19796433	0.030135854	0.03908748	0.21727993	-0.011983074	-0.0975207	-0.051085518	0.050948765	0.249315797	-0.058790776	0.006498353	0.058106284	-0.036452121	-0.204062395	-0.011488189	-0.0441209	0.203360233	-0.021200119	0.120773617	0.194683163	0.02660352	-0.103513921	-0.067921178	0.135553083	0.204854561	0.126067465	0.0468509	2.30E-05	0.002195007	5.29E-10	0.109805	0.0481719	0.002320532	0.012057138	0.00157123	-0.02106967	0.000443931	2.47E-06	-0.000336534	-0.000179223	3.21E-08	1.13E-07	4.96E-06	0.000426288	1.82E-07	2.46E-11	0.000261319	0.000261319	6.83E-08	6.83E-08	0	0	0	0	0	0	0	0	0	0	0	0	1.476181655	0.870038524	-0.105167755	-0.481279845	-1.272626802	0.56700771	0.679603807	-1.62939792
968.5901547	0.264920874	0.070183069	938166.8878	1137.229356	18.70372628	1293290.609	349.8293766	944.3197548	5.165334347	26.68067892	891739.7992	952.3997381	864.774082	0	26.022163	0	0.112268	-0.079892661	0.0863851	0.103687876	0.166214215	-0.052575053	-0.303264937	0.153481909	0.025107507	0.097677677	0.11838118	0.301621919	-0.235000144	0.222023591	-0.215004186	0.189276291	0.271315972	0.061083818	0.072291618	0.021595978	0.070556239	-0.091837745	-0.295402487	0.16435548	0.029958394	0.121999283	0.002572687	0.234509047	-0.333589129	0.204213701	-0.281813008	0.140278176	0.193869596	0.10763167	0.068126783	0.0020665	0.000381707	-0.117713239	0.122223684	0.00466724	-0.04218366	2.18E-05	0.001779461	0.0646572	-0.0451478	0.002038324	0.004180554	-0.0798847	-0.08145593	0.006635069	0.006381565	0.000221169	0.000557703	3.11E-07	4.89E-08	-0.000152655	-0.000157619	2.48E-08	2.33E-08	0.000260121	-1.20E-06	1.44E-12	6.77E-08	0	0	0	0	0	0	0	0	0	0	0	0	-0.89958685	1.101669399	-0.392168074	0.38040958	-0.525817475	0.927010259	0.827099298	0.206410129
963.5526477	-5.037506952	25.37647629	928433.705	1141.453299	4.223942721	1302915.634	17.84169211	936.8687857	-7.450969069	55.51694007	877723.1216	945.5138359	846.8201103	0	25.62006	0	0.136214	-0.166726871	0.178023151	0.00757093	0.19163867	0.023041516	0.005718634	-0.168764525	0.05513019	0.183568356	0.156606755	-0.017085542	0.024741157	-0.202442844	-0.068281643	-0.002072233	-0.053028109	0.069090418	0.074545902	0.013633557	-0.044175969	0.096016541	-0.001323585	-0.173085603	0.060021331	0.228463179	-0.002737073	0.019229849	0.063955875	-0.197439114	-0.059586926	-0.051281266	-0.028793564	0.063131855	0.05835341	-0.018033151	0.039038438	0.122519371	0.118191444	-0.0102633	-0.01493054	0.000105335	0.000222921	0.111723	0.0470658	0.00221519	0.012482029	-0.192488	-0.1126033	0.012679503	0.03705163	0.000998487	0.000777318	6.04E-07	9.97E-07	-0.000143418	9.24E-06	8.53E-11	2.06E-08	0.000147565	-0.000112556	1.27E-08	2.18E-08	0	0	0	0	0	0	0	0	0	0	0	0	0.118504206	0.719804177	0.718008403	-1.078401557	0.557711744	1.627689562	-0.511279276	-0.632756524
962.5594006	-0.993247159	0.98653992	926520.5996	1122.00135	-19.45194911	1258887.029	378.3783243	936.6098811	-0.258904553	0.067031568	877238.0694	944.3821649	839.7161931	0	23.799568	0	0.143116	-0.077012805	0.120988527	-0.113148526	0.001470712	-0.046578654	0.056505041	-0.144205103	0.026966658	0.088950356	0.162404407	0.114357944	-0.139440217	0.095884953	-0.112039295	-0.094259443	-0.028245047	0.049286523	0.063421742	0.021631449	-0.175359356	-0.009823832	0.051034018	-0.153233905	0.01926512	0.190976061	0.079208931	0.083111258	-0.16976388	0.072198685	-0.046486504	-0.113106039	-0.040546203	0.028544904	0.072703902	0.037034847	-0.1276662	0.101121696	0.113976961	0.00750012	0.01776342	5.63E-05	0.000315539	0.131055	0.019332	0.000373726	0.017175413	-0.0801951	0.1122929	0.012609695	0.006431254	-0.000169348	-0.001167835	1.36E-06	2.87E-08	-0.000252023	-0.000108605	1.18E-08	6.35E-08	0.00043531	0.000287745	8.28E-08	1.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0.213183804	-1.405854933	1.235357993	-0.554415823	1.240613083	0.631167219	-0.12499281	0.486071095
965.6100887	3.050688116	9.306697979	932402.8434	1134.817058	12.8157083	1287809.756	164.2423792	937.852642	1.242760826	1.54445447	879567.578	945.7811532	858.9818606	0	22.500078	0	0.162786	-0.063231414	0.10479401	-0.120850095	-0.028204576	-0.118694457	0.010166197	-0.130438703	-0.106420733	-0.00258256	0.049067048	-0.09349657	0.05030202	-0.06340995	-0.074583559	-0.215588692	-0.01042423	0.116631668	0.046825011	-0.027533567	-0.018652416	0.060890233	0.007164276	-0.132589536	-0.106923798	0.036865439	0.030039529	-0.097018022	0.053268617	-0.032432483	0.031223596	-0.224069687	0.051569809	0.077364	0.025187938	-0.056561171	0.046434699	0.070833338	0.109586734	-0.00421962	-0.01171974	1.78E-05	0.000137352	-0.00718363	-0.13823863	0.019109919	5.16E-05	-3.36E-05	0.08016148	0.006425863	1.13E-09	0.000247971	0.000417319	1.74E-07	6.15E-08	-0.000110404	0.000141619	2.01E-08	1.22E-08	0	-0.00043531	1.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955781401	-0.069568613	1.497001523	-0.320507785	1.540301069	-0.436029865	-0.540608364	-0.794390101
