global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	aroma_motion_01	aroma_motion_04	aroma_motion_05	aroma_motion_15	aroma_motion_18	aroma_motion_20	aroma_motion_22	aroma_motion_26
972.2016014	-3.066338719	9.402433139	945175.9538	1127.97871	18.95087393	1272335.969	359.1356227	942.038649	-1.751210185	3.066737111	887436.8161	950.8672836	863.1662736	1.5	29.97555	0	0.194535	-0.019038937	-0.031821501	0.008940426	0.124908097	0.004965549	-0.096114605	-0.043340178	-0.045229388	-0.057131077	-0.02332436	0.161320703	-0.03300415	0.077734279	-0.098609056	0.100594612	0.058276533	-0.091025148	-0.039440601	-0.045562214	-0.065490173	-0.143474936	-0.088794701	-0.018303828	0.10852647	-0.063667936	-0.023214412	0.096923237	-0.060137585	0.126797649	0.144862036	0.00946098	0.00180628	8.95E-05	3.26E-06	-0.113613	0.100458	0.01009181	0.012907914	0.0246822	-0.1656778	0.027449133	0.000609211	-0.000657672	7.28E-05	5.30E-09	4.33E-07	9.94E-05	0.000113221	1.28E-08	9.87E-09	2.06E-05	-6.64E-05	4.41E-09	4.25E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.620535566	0.166730582	-0.738158742	0.574725546	0.080228418	-0.990022145	-0.387589419	1.284479028
972.5549923	0.353390891	0.124885122	945863.213	1140.79349	12.81478074	1301409.788	164.2186055	941.2595696	-0.779079348	0.60696463	885969.5774	950.3612936	888.2600788	1.5	23.696281	1.5	0.145352	0.027725773	-0.073752301	0.114600058	0.116241827	0.042301882	-0.024711817	-0.040948962	-0.021317414	0.082654207	0.098289198	0.150961362	-0.055022948	0.08271822	-0.077268854	-0.015793371	-0.040640251	-0.009025295	-0.038719466	-0.021500788	0.08449804	-0.059294358	-0.172842166	-0.048317591	0.105111375	-0.015623119	0.042608439	-0.023834931	0.001226677	0.045970332	0.142262695	0.0228788	0.01341782	0.000523439	0.000180038	-0.0397326	0.0738804	0.005458314	0.00157868	0.106007	0.0813248	0.006613723	0.011237484	-0.0015057	-0.000848028	7.19E-07	2.27E-06	-0.000782965	-0.000882322	7.78E-07	6.13E-07	0.00100237	0.000981758	9.64E-07	1.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.323088738	1.022767451	0.556015274	1.041823631	1.286153723	0.165419658	0.699721823	1.289501433
969.0529246	-3.502067684	12.26447806	939063.5707	1132.193798	-8.599692099	1281862.797	73.9547042	944.7602003	3.500630694	12.25441526	892571.8361	953.1926017	854.6112504	1.5	25.429361	1.5	0.152491	-0.023702545	-0.086625188	0.054487704	0.163583032	-0.118275695	-0.019954342	-0.150676027	-0.116680987	0.103178247	-0.026033052	0.068422734	-0.081328086	0.045667758	-0.125164864	0.072623653	0.034104239	-0.076565182	-0.144250576	-0.122189826	0.099582192	-0.08647017	-0.023426213	-0.064065946	0.10503021	-0.125432558	-0.027834657	0.064874694	-0.074057926	-0.098650148	0.139443996	0.022904	2.52E-05	0.000524593	6.35E-10	-0.0805271	-0.0407945	0.001664191	0.006484614	-0.0166758	-0.1226828	0.015051069	0.000278082	-0.000653155	0.000852545	7.27E-07	4.27E-07	5.00E-06	0.000787965	6.21E-07	2.50E-11	0.00127043	0.00026806	7.19E-08	1.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64249951	0.216256322	0.651243094	-0.238461553	0.486415967	0.117146122	0.155602318	0.4356426
965.2220905	-3.830834129	14.67529013	931653.684	1148.672499	16.47870129	1319448.511	271.5475962	940.7770057	-3.983194574	15.86583901	885061.3745	950.3993807	874.6196576	1.5	21.465656	1.5	0.0697756	-0.009397716	-0.201604332	0.155761677	0.040589458	0.029748663	0.066715514	-0.02901845	-0.059737851	0.085310957	0.009663072	-0.03238379	-0.074535269	0.136908683	-0.029594753	0.042108464	0.044306405	-0.026361581	-0.025099727	-0.060566994	0.104897979	0.011418986	0.014059583	-0.06818083	0.145621685	0.035311015	-0.024245423	0.061530226	-0.00487401	-0.060693487	0.136410284	0.0399496	0.0170456	0.001595971	0.000290552	-0.0524862	0.0280409	0.000786292	0.002754801	0.0448195	0.0614953	0.003781672	0.002008788	-0.000530176	0.000122979	1.51E-08	2.81E-07	-7.26E-05	-7.76E-05	6.02E-09	5.27E-09	0.000938375	-0.000332055	1.10E-07	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.517703792	0.516294092	0.099655977	1.622592291	0.296562896	0.179210163	-0.34960685	1.211924211
968.0962164	2.874125934	8.260599886	937210.2842	1120.664096	-28.00840299	1255888.017	784.4706383	938.7230032	-2.054002484	4.218926205	881200.8768	946.7589684	898.6189806	1.5	42.623287	1.5	0.435509	0.147053866	0.133703849	0.089216287	-0.082035966	0.027170056	0.030320273	-0.061807128	0.164483362	0.021622068	0.173065276	-0.007096431	-0.015416216	0.031483486	0.189292289	-0.048101979	0.023129135	0.025392461	-0.069015184	0.159827212	0.032488287	0.12603568	-0.124554209	-0.030530631	-0.044652293	0.161949924	-0.045307073	0.001204291	-0.011859168	-0.074772903	0.133166237	0.0736656	0.033716	0.005426621	0.001136769	0.124636	0.1771222	0.031372274	0.015534132	0.393697	0.3488775	0.12171551	0.154997328	-0.00271807	-0.002187894	4.79E-06	7.39E-06	-0.000639514	-0.000566911	3.21E-07	4.09E-07	0.00143065	0.000492275	2.42E-07	2.05E-06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542289478	-0.509612846	1.647126336	-0.170495646	0.142768755	0.022291688	-0.044058692	0.102499703
972.0433454	3.947128942	15.57982689	944868.2653	1114.503752	-6.160344582	1242118.613	37.94984537	940.7482672	2.025263931	4.101693991	885007.3022	949.0151856	869.3513976	1.5	29.038881	0	0.318158	0.066507703	0.171893933	-0.116871082	0.003573103	0.179683852	-0.019780203	-0.010163689	0.08852217	-0.0406445	-0.068766722	0.167650902	0.105026894	-0.175288773	0.084001125	-0.015311145	-0.013478243	0.025767654	-0.0133341	0.088242611	-0.07038331	-0.160407719	-0.066721901	0.10427864	-0.195488714	0.001569615	-0.007233926	-0.036781505	0.04056449	0.003097545	0.129716858	0.0713378	-0.0023278	0.005089082	5.42E-06	-0.110336	-0.234972	0.055211841	0.012174033	0.265222	-0.128475	0.016505826	0.070342709	-0.000229698	0.002488372	6.19E-06	5.28E-08	-0.000575704	6.38E-05	4.07E-09	3.31E-07	0.000897544	-0.000533106	2.84E-07	8.06E-07	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04234998	-0.202788382	0.049037612	-0.252392498	-0.501345104	-1.073647155	-0.558197538	-1.469984705
972.0322394	-0.011105986	0.000123343	944846.6744	1113.051118	-1.452634141	1238882.791	2.110145947	939.5249074	-1.22335974	1.496609054	882707.0517	947.9258938	852.9377056	1.5	27.429031	0	0.248094	-0.005444171	0.061114997	-0.108760533	-0.113204	-0.007022334	-0.034067113	0.044386931	0.006074909	-0.090642605	0.034014542	0.0118047	0.100333214	-0.100474939	0.00244587	-0.082559807	-0.161967394	0.050263417	0.042271446	0.007625305	-0.098672678	0.038583586	-0.03007323	0.099076896	-0.097368118	-0.024517377	0.056492687	-0.185512005	0.008680025	0.072067941	0.126067465	-0.00676951	-0.07810731	4.58E-05	0.006100752	-0.216202	-0.105866	0.01120761	0.046743305	0.0641663	-0.2010557	0.040423395	0.004117314	0.000167837	0.000397535	1.58E-07	2.82E-08	-0.000400864	0.00017484	3.06E-08	1.61E-07	0.000498394	-0.00039915	1.59E-07	2.48E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607164743	-0.094877693	-0.536317419	-0.191125736	-0.764382395	1.317691108	0.180262225	-0.529435024
964.7142601	-7.317979293	53.55282093	930673.6036	1133.361295	20.31017694	1284507.824	412.5032873	936.9055491	-2.619358297	6.861037887	877792.008	946.571377	860.5267877	1.5	28.491428	0	0.116106	-0.028589023	-0.093231968	0.07872776	-0.10365602	0.061268913	-0.022228141	0.119907086	0.039624438	-0.051847267	-0.000974686	-0.015454502	0.118776299	-0.016761047	-0.21266242	0.014734253	0.052251989	-0.008338074	0.116783943	0.040825191	-0.041555011	0.039466958	0.01506121	0.115078768	0.034019789	-0.124854502	0.124281314	0.079441123	0.008455896	-0.02675228	0.122223684	-0.00838048	-0.00161097	7.02E-05	2.60E-06	-0.110902	0.1053	0.01108809	0.012299254	0.0179204	-0.0462459	0.002138683	0.000321141	0.000252986	8.51E-05	7.25E-09	6.40E-08	-0.000165012	0.000235852	5.56E-08	2.72E-08	0.000348497	-0.000149897	2.25E-08	1.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.644637376	-0.408593727	-0.32290229	1.926392503	-0.330260248	0.358889946	-0.721277783	-0.249482888
963.9623851	-0.751875012	0.565316034	929223.4798	1131.172055	-2.189239682	1279550.218	4.792770387	937.9934901	1.087940981	1.183615578	879831.7875	947.2003092	859.9062674	1.5	21.293964	0	0.111667	0.000150498	-0.089690352	0.087157643	-0.114791261	-0.047225201	0.073369638	0.052310492	0.030466439	-0.037481918	0.044044312	-0.117022259	0.085290367	0.087492379	-0.068531327	-0.064681115	0.058907237	0.175393157	0.049929041	0.031821368	-0.016174989	0.129437117	0.048876788	0.076110171	0.087219525	0.036036668	0.099696846	0.049439395	0.146597596	0.050499215	0.118191444	0.0214734	0.02985388	0.000461107	0.000891254	-0.0370124	0.0738896	0.005459673	0.001369918	0.0921268	0.0742064	0.00550659	0.008487347	0.000360624	0.000107638	1.16E-08	1.30E-07	0.000371894	0.000536906	2.88E-07	1.38E-07	0.000348497	0	0	1.21E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.494034158	0.084630408	-0.040136878	0.854224329	-1.012325274	0.571365224	-0.451234853	0.785760637
963.8161411	-0.146243924	0.021387285	928941.5539	1105.920472	-25.25158265	1223060.091	637.6424265	939.7250917	1.731601569	2.998443994	883083.248	947.4832669	845.0793504	1.5	22.013456	0	0.0370875	0.014547184	0.045996163	-0.070120948	-0.187330722	-0.18164023	-0.049958852	-0.031228658	0.003570737	-0.056059997	0.106121379	-0.164541434	0.074377816	0.009220808	0.014092643	-0.060255067	-0.00290326	0.045035089	-0.034620689	0.001977974	-0.045282298	0.212412798	0.035851975	0.05967569	-0.0219393	0.031267217	0.043396655	-0.014889467	0.002348211	0.14229125	0.113976961	0.0150581	-0.0064153	0.000226746	4.12E-05	-0.0685678	-0.0315554	0.000995743	0.004701543	0.103019	0.0108922	0.00011864	0.010612914	0.000202214	-0.00015841	2.51E-08	4.09E-08	0.000599932	0.000228038	5.20E-08	3.60E-07	0.000276144	-7.24E-05	5.23E-09	7.63E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49380668	-0.533690251	0.008638506	-0.922844281	-1.302703901	1.048316449	-0.582161974	0.350186781
966.255769	2.439627878	5.951784183	933650.2112	1121.498932	15.57846006	1257759.855	242.688418	940.5423508	0.817259086	0.667912414	884619.9136	948.8853184	843.7577251	1.5	26.947439	0	0.152187	-0.042001705	-0.025614922	-0.001057691	0.016435156	-0.122242062	0.015756023	-0.018100731	-0.043896834	0.076087126	0.023683669	-0.114159464	0.005294054	0.021183832	-0.085440013	-0.041320136	0.030444484	-0.030898892	-0.016691191	-0.044491688	0.083608617	0.092272721	0.063258898	0.003292197	0.046328719	-0.068952741	0.054724396	0.044994387	-0.023375885	0.006964478	0.109586734	-0.00241399	-0.01747209	5.83E-06	0.000305274	-0.000676813	0.067890987	0.004609186	4.58E-07	-0.0252369	-0.1282559	0.016449576	0.000636901	0.000185665	-1.65E-05	2.74E-10	3.45E-08	-0.000113462	-0.000713394	5.09E-07	1.29E-08	-8.93E-05	-0.000365401	1.34E-07	7.97E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.714532626	-0.332831541	-0.028117805	0.12821052	0.046807923	1.786888419	0.097415055	0.057347001
